dataset,n,W,metodo,tiempo
podas-BT-RA-BI,108,54,BT,2.26363
podas-BT-RA-BI,108,54,BT-O,1.7323
podas-BT-RA-BI,108,54,BT-F,2.24918
podas-BT-RA-BI,109,54,BT,1.7388
podas-BT-RA-BI,109,54,BT-O,1.79652
podas-BT-RA-BI,109,54,BT-F,1.18748
podas-BT-RA-BI,110,55,BT,1.37536
podas-BT-RA-BI,110,55,BT-O,2.42968
podas-BT-RA-BI,110,55,BT-F,2.95104
podas-BT-RA-BI,111,55,BT,2.48916
podas-BT-RA-BI,111,55,BT-O,2.44015
podas-BT-RA-BI,111,55,BT-F,2.73996
podas-BT-RA-BI,112,56,BT,1.40003
podas-BT-RA-BI,112,56,BT-O,1.26828
podas-BT-RA-BI,112,56,BT-F,1.83832
podas-BT-RA-BI,113,56,BT,3.589
podas-BT-RA-BI,113,56,BT-O,1.82499
podas-BT-RA-BI,113,56,BT-F,2.48153
podas-BT-RA-BI,114,57,BT,1.71089
podas-BT-RA-BI,114,57,BT-O,2.06751
podas-BT-RA-BI,114,57,BT-F,1.29613
podas-BT-RA-BI,115,57,BT,2.61397
podas-BT-RA-BI,115,57,BT-O,2.38268
podas-BT-RA-BI,115,57,BT-F,2.37978
podas-BT-RA-BI,116,58,BT,2.66636
podas-BT-RA-BI,116,58,BT-O,2.77066
podas-BT-RA-BI,116,58,BT-F,3.04046
podas-BT-RA-BI,117,58,BT,0.940701
podas-BT-RA-BI,117,58,BT-O,1.00573
podas-BT-RA-BI,117,58,BT-F,2.05111
podas-BT-RA-BI,118,59,BT,2.7178
podas-BT-RA-BI,118,59,BT-O,2.41084
podas-BT-RA-BI,118,59,BT-F,4.57252
podas-BT-RA-BI,119,59,BT,2.26343
podas-BT-RA-BI,119,59,BT-O,2.1253
podas-BT-RA-BI,119,59,BT-F,3.02485
podas-BT-RA-BI,120,60,BT,3.51359
podas-BT-RA-BI,120,60,BT-O,3.10794
podas-BT-RA-BI,120,60,BT-F,5.76258
podas-BT-RA-BI,121,60,BT,5.66885
podas-BT-RA-BI,121,60,BT-O,6.07744
podas-BT-RA-BI,121,60,BT-F,3.45888
podas-BT-RA-BI,122,61,BT,4.23481
podas-BT-RA-BI,122,61,BT-O,5.55034
podas-BT-RA-BI,122,61,BT-F,7.49489
podas-BT-RA-BI,123,61,BT,1.12008
podas-BT-RA-BI,123,61,BT-O,2.14894
podas-BT-RA-BI,123,61,BT-F,2.16431
podas-BT-RA-BI,124,62,BT,4.76834
podas-BT-RA-BI,124,62,BT-O,5.43972
podas-BT-RA-BI,124,62,BT-F,8.69438
podas-BT-RA-BI,125,62,BT,2.2067
podas-BT-RA-BI,125,62,BT-O,2.44385
podas-BT-RA-BI,125,62,BT-F,2.40284
podas-BT-RA-BI,126,63,BT,3.70573
podas-BT-RA-BI,126,63,BT-O,4.64402
podas-BT-RA-BI,126,63,BT-F,4.84993
podas-BT-RA-BI,127,63,BT,4.70771
podas-BT-RA-BI,127,63,BT-O,5.95504
podas-BT-RA-BI,127,63,BT-F,5.89437
podas-BT-RA-BI,128,64,BT,3.37055
podas-BT-RA-BI,128,64,BT-O,6.31385
podas-BT-RA-BI,128,64,BT-F,3.85962
podas-BT-RA-BI,129,64,BT,4.10501
podas-BT-RA-BI,129,64,BT-O,4.15085
podas-BT-RA-BI,129,64,BT-F,2.86897
podas-BT-RA-BI,130,65,BT,5.36419
podas-BT-RA-BI,130,65,BT-O,6.56161
podas-BT-RA-BI,130,65,BT-F,6.79267
podas-BT-RA-BI,131,65,BT,4.62838
podas-BT-RA-BI,131,65,BT-O,5.80078
podas-BT-RA-BI,131,65,BT-F,4.09914
podas-BT-RA-BI,132,66,BT,8.47698
podas-BT-RA-BI,132,66,BT-O,5.92494
podas-BT-RA-BI,132,66,BT-F,9.74341
podas-BT-RA-BI,133,66,BT,3.03302
podas-BT-RA-BI,133,66,BT-O,4.31539
podas-BT-RA-BI,133,66,BT-F,8.81725
podas-BT-RA-BI,134,67,BT,4.6574
podas-BT-RA-BI,134,67,BT-O,4.04402
podas-BT-RA-BI,134,67,BT-F,7.83219
podas-BT-RA-BI,135,67,BT,5.4667
podas-BT-RA-BI,135,67,BT-O,5.77568
podas-BT-RA-BI,135,67,BT-F,7.15425
podas-BT-RA-BI,136,68,BT,5.81095
podas-BT-RA-BI,136,68,BT-O,8.14241
podas-BT-RA-BI,136,68,BT-F,10.6808
podas-BT-RA-BI,137,68,BT,12.5323
podas-BT-RA-BI,137,68,BT-O,9.63228
podas-BT-RA-BI,137,68,BT-F,7.99589
podas-BT-RA-BI,138,69,BT,13.9644
podas-BT-RA-BI,138,69,BT-O,8.62189
podas-BT-RA-BI,138,69,BT-F,10.899
podas-BT-RA-BI,139,69,BT,9.07333
podas-BT-RA-BI,139,69,BT-O,6.84925
podas-BT-RA-BI,139,69,BT-F,9.82412
podas-BT-RA-BI,140,70,BT,11.9067
podas-BT-RA-BI,140,70,BT-O,10.4594
podas-BT-RA-BI,140,70,BT-F,8.87149
podas-BT-RA-BI,141,70,BT,8.85862
podas-BT-RA-BI,141,70,BT-O,11.5534
podas-BT-RA-BI,141,70,BT-F,12.5914
podas-BT-RA-BI,142,71,BT,8.3618
podas-BT-RA-BI,142,71,BT-O,7.7455
podas-BT-RA-BI,142,71,BT-F,9.02673
podas-BT-RA-BI,143,71,BT,10.2443
podas-BT-RA-BI,143,71,BT-O,12.7404
podas-BT-RA-BI,143,71,BT-F,13.8761
podas-BT-RA-BI,144,72,BT,11.9144
podas-BT-RA-BI,144,72,BT-O,7.88105
podas-BT-RA-BI,144,72,BT-F,14.4534
podas-BT-RA-BI,145,72,BT,4.9806
podas-BT-RA-BI,145,72,BT-O,8.07518
podas-BT-RA-BI,145,72,BT-F,9.3713
podas-BT-RA-BI,146,73,BT,9.46951
podas-BT-RA-BI,146,73,BT-O,10.0675
podas-BT-RA-BI,146,73,BT-F,16.7174
podas-BT-RA-BI,147,73,BT,11.3487
podas-BT-RA-BI,147,73,BT-O,13.7267
podas-BT-RA-BI,147,73,BT-F,17.3375
podas-BT-RA-BI,148,74,BT,7.58043
podas-BT-RA-BI,148,74,BT-O,8.18541
podas-BT-RA-BI,148,74,BT-F,7.10806
podas-BT-RA-BI,149,74,BT,16.4362
podas-BT-RA-BI,149,74,BT-O,18.3231
podas-BT-RA-BI,149,74,BT-F,20.1722
podas-BT-RA-BI,150,75,BT,13.1546
podas-BT-RA-BI,150,75,BT-O,15.5017
podas-BT-RA-BI,150,75,BT-F,14.9905
podas-BT-RA-BI,151,75,BT,18.2648
podas-BT-RA-BI,151,75,BT-O,18.0277
podas-BT-RA-BI,151,75,BT-F,25.9743
podas-BT-RA-BI,152,76,BT,13.4211
podas-BT-RA-BI,152,76,BT-O,12.4223
podas-BT-RA-BI,152,76,BT-F,16.462
podas-BT-RA-BI,153,76,BT,14.8546
podas-BT-RA-BI,153,76,BT-O,15.9558
podas-BT-RA-BI,153,76,BT-F,17.8603
podas-BT-RA-BI,154,77,BT,17.2171
podas-BT-RA-BI,154,77,BT-O,16.7884
podas-BT-RA-BI,154,77,BT-F,25.1281
podas-BT-RA-BI,155,77,BT,20.2703
podas-BT-RA-BI,155,77,BT-O,21.4267
podas-BT-RA-BI,155,77,BT-F,15.3092
podas-BT-RA-BI,156,78,BT,28.5126
podas-BT-RA-BI,156,78,BT-O,29.6857
podas-BT-RA-BI,156,78,BT-F,29.5763
podas-BT-RA-BI,157,78,BT,16.9852
podas-BT-RA-BI,157,78,BT-O,22.8642
podas-BT-RA-BI,157,78,BT-F,22.1974
podas-BT-RA-BI,158,79,BT,20.3821
podas-BT-RA-BI,158,79,BT-O,25.7665
podas-BT-RA-BI,158,79,BT-F,28.8797
podas-BT-RA-BI,159,79,BT,16.9918
podas-BT-RA-BI,159,79,BT-O,10.3058
podas-BT-RA-BI,159,79,BT-F,18.9446
podas-BT-RA-BI,160,80,BT,24.0624
podas-BT-RA-BI,160,80,BT-O,20.5129
podas-BT-RA-BI,160,80,BT-F,23.1847
podas-BT-RA-BI,161,80,BT,11.9836
podas-BT-RA-BI,161,80,BT-O,12.8091
podas-BT-RA-BI,161,80,BT-F,16.9468
podas-BT-RA-BI,162,81,BT,17.8417
podas-BT-RA-BI,162,81,BT-O,18.6601
podas-BT-RA-BI,162,81,BT-F,25.2632
podas-BT-RA-BI,163,81,BT,18.7329
podas-BT-RA-BI,163,81,BT-O,23.9623
podas-BT-RA-BI,163,81,BT-F,26.0625
podas-BT-RA-BI,164,82,BT,38.2418
podas-BT-RA-BI,164,82,BT-O,37.8703
podas-BT-RA-BI,164,82,BT-F,33.1314
podas-BT-RA-BI,165,82,BT,14.6869
podas-BT-RA-BI,165,82,BT-O,15.1558
podas-BT-RA-BI,165,82,BT-F,17.6023
podas-BT-RA-BI,166,83,BT,18.7548
podas-BT-RA-BI,166,83,BT-O,21.8057
podas-BT-RA-BI,166,83,BT-F,26.3024
podas-BT-RA-BI,167,83,BT,22.9884
podas-BT-RA-BI,167,83,BT-O,23.1644
podas-BT-RA-BI,167,83,BT-F,24.016
podas-BT-RA-BI,168,84,BT,14.2646
podas-BT-RA-BI,168,84,BT-O,19.6916
podas-BT-RA-BI,168,84,BT-F,20.5828
podas-BT-RA-BI,169,84,BT,48.2223
podas-BT-RA-BI,169,84,BT-O,43.6298
podas-BT-RA-BI,169,84,BT-F,43.8485
podas-BT-RA-BI,170,85,BT,35.989
podas-BT-RA-BI,170,85,BT-O,41.7999
podas-BT-RA-BI,170,85,BT-F,42.398
podas-BT-RA-BI,171,85,BT,17.1932
podas-BT-RA-BI,171,85,BT-O,18.8047
podas-BT-RA-BI,171,85,BT-F,21.7476
podas-BT-RA-BI,172,86,BT,32.7186
podas-BT-RA-BI,172,86,BT-O,29.2159
podas-BT-RA-BI,172,86,BT-F,41.5727
podas-BT-RA-BI,173,86,BT,39.5781
podas-BT-RA-BI,173,86,BT-O,53.1822
podas-BT-RA-BI,173,86,BT-F,52.7239
podas-BT-RA-BI,174,87,BT,62.9964
podas-BT-RA-BI,174,87,BT-O,59.8969
podas-BT-RA-BI,174,87,BT-F,69.0493
podas-BT-RA-BI,175,87,BT,35.6673
podas-BT-RA-BI,175,87,BT-O,45.4803
podas-BT-RA-BI,175,87,BT-F,43.171
podas-BT-RA-BI,176,88,BT,33.7479
podas-BT-RA-BI,176,88,BT-O,39.8501
podas-BT-RA-BI,176,88,BT-F,37.4413
podas-BT-RA-BI,177,88,BT,65.6947
podas-BT-RA-BI,177,88,BT-O,72.297
podas-BT-RA-BI,177,88,BT-F,71.0792
podas-BT-RA-BI,178,89,BT,25.0917
podas-BT-RA-BI,178,89,BT-O,34.8012
podas-BT-RA-BI,178,89,BT-F,38.0562
podas-BT-RA-BI,179,89,BT,58.1019
podas-BT-RA-BI,179,89,BT-O,60.3114
podas-BT-RA-BI,179,89,BT-F,73.4104
podas-BT-RA-BI,180,90,BT,50.1849
podas-BT-RA-BI,180,90,BT-O,55.2799
podas-BT-RA-BI,180,90,BT-F,62.0956
podas-BT-RA-BI,181,90,BT,50.928
podas-BT-RA-BI,181,90,BT-O,61.0602
podas-BT-RA-BI,181,90,BT-F,62.4716
podas-BT-RA-BI,182,91,BT,82.757
podas-BT-RA-BI,182,91,BT-O,86.3772
podas-BT-RA-BI,182,91,BT-F,84.0343
podas-BT-RA-BI,183,91,BT,62.2405
podas-BT-RA-BI,183,91,BT-O,60.2716
podas-BT-RA-BI,183,91,BT-F,70.7697
podas-BT-RA-BI,184,92,BT,33.7312
