dataset,n,W,metodo,tiempo
podas-BT-RA-BI,184,92,BT-O,44.5713
podas-BT-RA-BI,184,92,BT-F,44.6641
podas-BT-RA-BI,185,92,BT,46.39
podas-BT-RA-BI,185,92,BT-O,48.8036
podas-BT-RA-BI,185,92,BT-F,65.6898
podas-BT-RA-BI,186,93,BT,99.8336
podas-BT-RA-BI,186,93,BT-O,112.12
podas-BT-RA-BI,186,93,BT-F,117.64
podas-BT-RA-BI,187,93,BT,21.4905
podas-BT-RA-BI,187,93,BT-O,20.9591
podas-BT-RA-BI,187,93,BT-F,38.1454
podas-BT-RA-BI,188,94,BT,98.1978
podas-BT-RA-BI,188,94,BT-O,99.0131
podas-BT-RA-BI,188,94,BT-F,113.225
podas-BT-RA-BI,189,94,BT,65.0589
podas-BT-RA-BI,189,94,BT-O,79.2987
podas-BT-RA-BI,189,94,BT-F,78.9179
podas-BT-RA-BI,190,95,BT,68.8317
podas-BT-RA-BI,190,95,BT-O,79.54
podas-BT-RA-BI,190,95,BT-F,83.8905
podas-BT-RA-BI,191,95,BT,102.205
podas-BT-RA-BI,191,95,BT-O,106.334
podas-BT-RA-BI,191,95,BT-F,116.499
podas-BT-RA-BI,192,96,BT,24.4382
podas-BT-RA-BI,192,96,BT-O,27.5825
podas-BT-RA-BI,192,96,BT-F,40.3157
podas-BT-RA-BI,193,96,BT,81.8192
podas-BT-RA-BI,193,96,BT-O,83.2154
podas-BT-RA-BI,193,96,BT-F,96.7085
podas-BT-RA-BI,194,97,BT,79.7569
podas-BT-RA-BI,194,97,BT-O,93.448
podas-BT-RA-BI,194,97,BT-F,104.922
podas-BT-RA-BI,195,97,BT,70.7054
podas-BT-RA-BI,195,97,BT-O,77.5117
podas-BT-RA-BI,195,97,BT-F,97.5338
podas-BT-RA-BI,196,98,BT,44.4646
podas-BT-RA-BI,196,98,BT-O,47.3369
podas-BT-RA-BI,196,98,BT-F,71.6327
podas-BT-RA-BI,197,98,BT,48.6215
podas-BT-RA-BI,197,98,BT-O,53.0794
podas-BT-RA-BI,197,98,BT-F,77.4321
podas-BT-RA-BI,198,99,BT,125.395
podas-BT-RA-BI,198,99,BT-O,124.619
podas-BT-RA-BI,198,99,BT-F,142.35
podas-BT-RA-BI,199,99,BT,110.786
podas-BT-RA-BI,199,99,BT-O,115.188
podas-BT-RA-BI,199,99,BT-F,119.287
podas-BT-RA-BI,200,100,BT,171.047
podas-BT-RA-BI,200,100,BT-O,180.889
podas-BT-RA-BI,200,100,BT-F,181.18
