dataset,n,W,metodo,tiempo
densidad-alta,10,5,FB,0.0042
densidad-alta,11,6,FB,0.006
densidad-alta,12,6,FB,0.0142
densidad-alta,13,7,FB,0.0138
densidad-alta,14,7,FB,0.0353
densidad-alta,15,8,FB,0.0332
densidad-alta,16,8,FB,0.0531
densidad-alta,17,9,FB,0.0843
densidad-alta,18,9,FB,0.1883
densidad-alta,19,10,FB,0.3136
densidad-alta,20,10,FB,0.3616
densidad-alta,21,11,FB,0.5763
densidad-alta,22,11,FB,0.9099
densidad-alta,23,12,FB,1.4939
densidad-alta,24,12,FB,2.4479
densidad-alta,25,13,FB,4.0129
densidad-alta,26,13,FB,6.7301
densidad-alta,27,14,FB,10.6615
densidad-alta,28,14,FB,17.3601
densidad-alta,29,15,FB,27.8544
densidad-alta,30,15,FB,43.0335
densidad-alta,31,16,FB,70.1539
densidad-alta,32,16,FB,126.281
densidad-alta,33,17,FB,199.525
densidad-alta,34,17,FB,320.311
densidad-baja,10,27,FB,0.0044
densidad-baja,11,33,FB,0.0061
densidad-baja,12,39,FB,0.0088
densidad-baja,13,45,FB,0.0137
densidad-baja,14,52,FB,0.0217
densidad-baja,15,60,FB,0.0338
densidad-baja,16,68,FB,0.0545
densidad-baja,17,76,FB,0.0853
densidad-baja,18,85,FB,0.1359
densidad-baja,19,95,FB,0.2305
densidad-baja,20,105,FB,0.3563
densidad-baja,21,115,FB,0.632
densidad-baja,22,126,FB,0.9985
densidad-baja,23,138,FB,1.5159
densidad-baja,24,150,FB,2.5628
densidad-baja,25,162,FB,4.0015
densidad-baja,26,175,FB,6.3782
densidad-baja,27,189,FB,10.6516
densidad-baja,28,203,FB,21.653
densidad-baja,29,217,FB,28.4219
densidad-baja,30,232,FB,45.8441
densidad-baja,31,248,FB,75.7863
densidad-baja,32,264,FB,123.623
densidad-baja,33,280,FB,204.153
densidad-baja,34,297,FB,317.171
mejor-caso-bt,0,1000,BT,0.0013
mejor-caso-bt,1,1000,BT,0.0016
mejor-caso-bt,2,1000,BT,0.0019
mejor-caso-bt,3,1000,BT,0.0022
mejor-caso-bt,4,1000,BT,0.0024
mejor-caso-bt,5,1000,BT,0.0027
mejor-caso-bt,6,1000,BT,0.0031
mejor-caso-bt,7,1000,BT,0.005
mejor-caso-bt,8,1000,BT,0.0034
mejor-caso-bt,9,1000,BT,0.0038
mejor-caso-bt,10,1000,BT,0.0041
mejor-caso-bt,11,1000,BT,0.0043
mejor-caso-bt,12,1000,BT,0.0045
mejor-caso-bt,13,1000,BT,0.0048
mejor-caso-bt,14,1000,BT,0.0052
mejor-caso-bt,15,1000,BT,0.0054
mejor-caso-bt,16,1000,BT,0.006
mejor-caso-bt,17,1000,BT,0.0061
mejor-caso-bt,18,1000,BT,0.0062
mejor-caso-bt,19,1000,BT,0.0073
mejor-caso-bt,20,1000,BT,0.0068
mejor-caso-bt,21,1000,BT,0.007
mejor-caso-bt,22,1000,BT,0.0073
mejor-caso-bt,23,1000,BT,0.0076
mejor-caso-bt,24,1000,BT,0.013
mejor-caso-bt,25,1000,BT,0.0135
mejor-caso-bt,26,1000,BT,0.0137
mejor-caso-bt,27,1000,BT,0.0189
mejor-caso-bt,28,1000,BT,0.0184
mejor-caso-bt,29,1000,BT,0.023
mejor-caso-bt,30,1000,BT,0.0229
mejor-caso-bt,31,1000,BT,0.0189
mejor-caso-bt,32,1000,BT,0.0196
mejor-caso-bt,33,1000,BT,0.021
mejor-caso-bt,34,1000,BT,0.0225
mejor-caso-bt,35,1000,BT,0.0253
mejor-caso-bt,36,1000,BT,0.024
mejor-caso-bt,37,1000,BT,0.0242
mejor-caso-bt,38,1000,BT,0.0248
mejor-caso-bt,39,1000,BT,0.028
mejor-caso-bt,40,1000,BT,0.0269
mejor-caso-bt,41,1000,BT,0.0277
mejor-caso-bt,42,1000,BT,0.0316
mejor-caso-bt,43,1000,BT,0.042
mejor-caso-bt,44,1000,BT,0.0323
mejor-caso-bt,45,1000,BT,0.0338
mejor-caso-bt,46,1000,BT,0.0333
mejor-caso-bt,47,1000,BT,0.0336
mejor-caso-bt,48,1000,BT,0.0355
mejor-caso-bt,49,1000,BT,0.0359
mejor-caso-bt,50,1000,BT,0.0371
mejor-caso-bt,51,1000,BT,0.0379
mejor-caso-bt,52,1000,BT,0.037
mejor-caso-bt,53,1000,BT,0.0375
mejor-caso-bt,54,1000,BT,0.0409
mejor-caso-bt,55,1000,BT,0.0426
mejor-caso-bt,56,1000,BT,0.0424
mejor-caso-bt,57,1000,BT,0.0438
mejor-caso-bt,58,1000,BT,0.0432
mejor-caso-bt,59,1000,BT,0.0467
mejor-caso-bt,60,1000,BT,0.0469
mejor-caso-bt,61,1000,BT,0.0486
mejor-caso-bt,62,1000,BT,0.0663
mejor-caso-bt,63,1000,BT,0.0495
mejor-caso-bt,64,1000,BT,0.0532
mejor-caso-bt,65,1000,BT,0.0543
mejor-caso-bt,66,1000,BT,0.0526
mejor-caso-bt,67,1000,BT,0.0725
mejor-caso-bt,68,1000,BT,0.0561
mejor-caso-bt,69,1000,BT,0.0556
mejor-caso-bt,70,1000,BT,0.0591
mejor-caso-bt,71,1000,BT,0.0718
mejor-caso-bt,72,1000,BT,0.0581
mejor-caso-bt,73,1000,BT,0.057
mejor-caso-bt,74,1000,BT,0.0581
mejor-caso-bt,75,1000,BT,0.0618
mejor-caso-bt,76,1000,BT,0.0846
mejor-caso-bt,77,1000,BT,0.0756
mejor-caso-bt,78,1000,BT,0.0866
mejor-caso-bt,79,1000,BT,0.0646
mejor-caso-bt,80,1000,BT,0.0661
mejor-caso-bt,81,1000,BT,0.0655
mejor-caso-bt,82,1000,BT,0.067
mejor-caso-bt,83,1000,BT,0.0658
mejor-caso-bt,84,1000,BT,0.0659
mejor-caso-bt,85,1000,BT,0.0695
mejor-caso-bt,86,1000,BT,0.0731
mejor-caso-bt,87,1000,BT,0.0744
mejor-caso-bt,88,1000,BT,0.0748
mejor-caso-bt,89,1000,BT,0.0738
mejor-caso-bt,90,1000,BT,0.0832
mejor-caso-bt,91,1000,BT,0.077
mejor-caso-bt,92,1000,BT,0.0798
mejor-caso-bt,93,1000,BT,0.0777
mejor-caso-bt,94,1000,BT,0.0794
mejor-caso-bt,95,1000,BT,0.0815
mejor-caso-bt,96,1000,BT,0.0821
mejor-caso-bt,97,1000,BT,0.0954
mejor-caso-bt,98,1000,BT,0.0835
mejor-caso-bt,99,1000,BT,0.0856
mejor-caso-bt,100,1000,BT,0.0843
mejor-caso-bt,101,1000,BT,0.0855
mejor-caso-bt,102,1000,BT,0.084
mejor-caso-bt,103,1000,BT,0.0843
mejor-caso-bt,104,1000,BT,0.0855
mejor-caso-bt,105,1000,BT,0.1099
mejor-caso-bt,106,1000,BT,0.0917
mejor-caso-bt,107,1000,BT,0.0899
mejor-caso-bt,108,1000,BT,0.0885
mejor-caso-bt,109,1000,BT,0.0899
mejor-caso-bt,110,1000,BT,0.0892
mejor-caso-bt,111,1000,BT,0.0982
mejor-caso-bt,112,1000,BT,0.0988
mejor-caso-bt,113,1000,BT,0.0994
mejor-caso-bt,114,1000,BT,0.0979
mejor-caso-bt,115,1000,BT,0.0991
mejor-caso-bt,116,1000,BT,0.1038
mejor-caso-bt,117,1000,BT,0.1019
mejor-caso-bt,118,1000,BT,0.1035
mejor-caso-bt,119,1000,BT,0.0993
mejor-caso-bt,120,1000,BT,0.1006
mejor-caso-bt,121,1000,BT,0.1055
mejor-caso-bt,122,1000,BT,0.1061
mejor-caso-bt,123,1000,BT,0.1064
mejor-caso-bt,124,1000,BT,0.1053
mejor-caso-bt,125,1000,BT,0.1059
mejor-caso-bt,126,1000,BT,0.1104
mejor-caso-bt,127,1000,BT,0.1105
mejor-caso-bt,128,1000,BT,0.1094
mejor-caso-bt,129,1000,BT,0.1115
mejor-caso-bt,130,1000,BT,0.1091
mejor-caso-bt,131,1000,BT,0.1146
mejor-caso-bt,132,1000,BT,0.1139
mejor-caso-bt,133,1000,BT,0.1151
mejor-caso-bt,134,1000,BT,0.1151
mejor-caso-bt,135,1000,BT,0.1144
mejor-caso-bt,136,1000,BT,0.1444
mejor-caso-bt,137,1000,BT,0.1398
mejor-caso-bt,138,1000,BT,0.1295
mejor-caso-bt,139,1000,BT,0.1231
mejor-caso-bt,140,1000,BT,0.1264
mejor-caso-bt,141,1000,BT,0.1256
mejor-caso-bt,142,1000,BT,0.1519
mejor-caso-bt,143,1000,BT,0.1254
mejor-caso-bt,144,1000,BT,0.1245
mejor-caso-bt,145,1000,BT,0.1248
mejor-caso-bt,146,1000,BT,0.1298
mejor-caso-bt,147,1000,BT,0.1297
mejor-caso-bt,148,1000,BT,0.1294
mejor-caso-bt,149,1000,BT,0.1647
mejor-caso-bt,150,1000,BT,0.131
mejor-caso-bt,151,1000,BT,0.1298
mejor-caso-bt,152,1000,BT,0.1342
mejor-caso-bt,153,1000,BT,0.1588
mejor-caso-bt,154,1000,BT,0.1373
mejor-caso-bt,155,1000,BT,0.134
mejor-caso-bt,156,1000,BT,0.141
mejor-caso-bt,157,1000,BT,0.1387
mejor-caso-bt,158,1000,BT,0.1381
mejor-caso-bt,159,1000,BT,0.1389
mejor-caso-bt,160,1000,BT,0.1399
mejor-caso-bt,161,1000,BT,0.1417
mejor-caso-bt,162,1000,BT,0.1473
mejor-caso-bt,163,1000,BT,0.1831
mejor-caso-bt,164,1000,BT,0.1413
mejor-caso-bt,165,1000,BT,0.1453
mejor-caso-bt,166,1000,BT,0.1443
mejor-caso-bt,167,1000,BT,0.1468
mejor-caso-bt,168,1000,BT,0.1457
mejor-caso-bt,169,1000,BT,0.1469
mejor-caso-bt,170,1000,BT,0.1624
mejor-caso-bt,171,1000,BT,0.1485
mejor-caso-bt,172,1000,BT,0.1529
mejor-caso-bt,173,1000,BT,0.1545
mejor-caso-bt,174,1000,BT,0.1525
mejor-caso-bt,175,1000,BT,0.153
mejor-caso-bt,176,1000,BT,0.1517
mejor-caso-bt,177,1000,BT,0.1553
mejor-caso-bt,178,1000,BT,0.1564
mejor-caso-bt,179,1000,BT,0.159
mejor-caso-bt,180,1000,BT,0.1637
mejor-caso-bt,181,1000,BT,0.1597
mejor-caso-bt,182,1000,BT,0.161
mejor-caso-bt,183,1000,BT,0.1597
mejor-caso-bt,184,1000,BT,0.1615
mejor-caso-bt,185,1000,BT,0.1593
mejor-caso-bt,186,1000,BT,0.2019
mejor-caso-bt,187,1000,BT,0.1708
mejor-caso-bt,188,1000,BT,0.1661
mejor-caso-bt,189,1000,BT,0.1677
mejor-caso-bt,190,1000,BT,0.1672
mejor-caso-bt,191,1000,BT,0.2004
mejor-caso-bt,192,1000,BT,0.1852
mejor-caso-bt,193,1000,BT,0.1774
mejor-caso-bt,194,1000,BT,0.1717
mejor-caso-bt,195,1000,BT,0.1705
mejor-caso-bt,196,1000,BT,0.1751
mejor-caso-bt,197,1000,BT,0.1786
mejor-caso-bt,198,1000,BT,0.1786
mejor-caso-bt,199,1000,BT,0.1811
mejor-caso-bt,200,1000,BT,0.1791
mejor-caso-bt,201,1000,BT,0.1807
mejor-caso-bt,202,1000,BT,0.1797
mejor-caso-bt,203,1000,BT,0.1877
mejor-caso-bt,204,1000,BT,0.2077
mejor-caso-bt,205,1000,BT,0.2103
mejor-caso-bt,206,1000,BT,0.1895
mejor-caso-bt,207,1000,BT,0.1868
mejor-caso-bt,208,1000,BT,0.1921
mejor-caso-bt,209,1000,BT,0.1916
mejor-caso-bt,210,1000,BT,0.2066
mejor-caso-bt,211,1000,BT,0.2124
mejor-caso-bt,212,1000,BT,0.216
mejor-caso-bt,213,1000,BT,0.1945
mejor-caso-bt,214,1000,BT,0.1949
mejor-caso-bt,215,1000,BT,0.1967
mejor-caso-bt,216,1000,BT,0.1956
mejor-caso-bt,217,1000,BT,0.1939
mejor-caso-bt,218,1000,BT,0.1987
mejor-caso-bt,219,1000,BT,0.1999
mejor-caso-bt,220,1000,BT,0.2045
mejor-caso-bt,221,1000,BT,0.204
mejor-caso-bt,222,1000,BT,0.2018
mejor-caso-bt,223,1000,BT,0.2065
mejor-caso-bt,224,1000,BT,0.2151
mejor-caso-bt,225,1000,BT,0.2369
mejor-caso-bt,226,1000,BT,0.2027
mejor-caso-bt,227,1000,BT,0.2076
mejor-caso-bt,228,1000,BT,0.2075
mejor-caso-bt,229,1000,BT,0.2103
mejor-caso-bt,230,1000,BT,0.2219
mejor-caso-bt,231,1000,BT,0.2249
mejor-caso-bt,232,1000,BT,0.2197
mejor-caso-bt,233,1000,BT,0.2258
mejor-caso-bt,234,1000,BT,0.2152
mejor-caso-bt,235,1000,BT,0.2278
mejor-caso-bt,236,1000,BT,0.2234
mejor-caso-bt,237,1000,BT,0.2232
mejor-caso-bt,238,1000,BT,0.2163
mejor-caso-bt,239,1000,BT,0.2224
mejor-caso-bt,240,1000,BT,0.2609
mejor-caso-bt,241,1000,BT,0.2629
mejor-caso-bt,242,1000,BT,0.3274
mejor-caso-bt,243,1000,BT,0.2415
mejor-caso-bt,244,1000,BT,0.2218
mejor-caso-bt,245,1000,BT,0.2264
mejor-caso-bt,246,1000,BT,0.223
mejor-caso-bt,247,1000,BT,0.2252
mejor-caso-bt,248,1000,BT,0.2258
mejor-caso-bt,249,1000,BT,0.2286
mejor-caso-bt,250,1000,BT,0.2272
mejor-caso-bt,251,1000,BT,0.2299
mejor-caso-bt,252,1000,BT,0.2321
mejor-caso-bt,253,1000,BT,0.2331
mejor-caso-bt,254,1000,BT,0.2669
mejor-caso-bt,255,1000,BT,0.2579
mejor-caso-bt,256,1000,BT,0.2489
mejor-caso-bt,257,1000,BT,0.279
mejor-caso-bt,258,1000,BT,0.3214
mejor-caso-bt,259,1000,BT,0.2519
mejor-caso-bt,260,1000,BT,0.2434
mejor-caso-bt,261,1000,BT,0.2405
mejor-caso-bt,262,1000,BT,0.2405
mejor-caso-bt,263,1000,BT,0.2388
mejor-caso-bt,264,1000,BT,0.2491
mejor-caso-bt,265,1000,BT,0.2763
mejor-caso-bt,266,1000,BT,0.25
mejor-caso-bt,267,1000,BT,0.251
mejor-caso-bt,268,1000,BT,0.2461
mejor-caso-bt,269,1000,BT,0.2535
mejor-caso-bt,270,1000,BT,0.2465
mejor-caso-bt,271,1000,BT,0.2476
mejor-caso-bt,272,1000,BT,0.2703
mejor-caso-bt,273,1000,BT,0.2494
mejor-caso-bt,274,1000,BT,0.283
mejor-caso-bt,275,1000,BT,0.26
mejor-caso-bt,276,1000,BT,0.2557
mejor-caso-bt,277,1000,BT,0.2514
mejor-caso-bt,278,1000,BT,0.2544
mejor-caso-bt,279,1000,BT,0.2513
mejor-caso-bt,280,1000,BT,0.2852
mejor-caso-bt,281,1000,BT,0.2565
mejor-caso-bt,282,1000,BT,0.2648
mejor-caso-bt,283,1000,BT,0.2581
mejor-caso-bt,284,1000,BT,0.2566
mejor-caso-bt,285,1000,BT,0.2603
mejor-caso-bt,286,1000,BT,0.2595
mejor-caso-bt,287,1000,BT,0.2615
mejor-caso-bt,288,1000,BT,0.2613
mejor-caso-bt,289,1000,BT,0.2616
mejor-caso-bt,290,1000,BT,0.2638
mejor-caso-bt,291,1000,BT,0.2687
mejor-caso-bt,292,1000,BT,0.265
mejor-caso-bt,293,1000,BT,0.2655
mejor-caso-bt,294,1000,BT,0.2827
mejor-caso-bt,295,1000,BT,0.2813
mejor-caso-bt,296,1000,BT,0.2692
mejor-caso-bt,297,1000,BT,0.3067
mejor-caso-bt,298,1000,BT,0.2705
mejor-caso-bt,299,1000,BT,0.271
mejor-caso-bt,300,1000,BT,0.3011
mejor-caso-bt,301,1000,BT,0.2739
mejor-caso-bt,302,1000,BT,0.2745
mejor-caso-bt,303,1000,BT,0.2749
mejor-caso-bt,304,1000,BT,0.2848
mejor-caso-bt,305,1000,BT,0.2814
mejor-caso-bt,306,1000,BT,0.3177
mejor-caso-bt,307,1000,BT,0.3288
mejor-caso-bt,308,1000,BT,0.279
mejor-caso-bt,309,1000,BT,0.2947
mejor-caso-bt,310,1000,BT,0.2931
mejor-caso-bt,311,1000,BT,0.2859
mejor-caso-bt,312,1000,BT,0.2797
mejor-caso-bt,313,1000,BT,0.3128
mejor-caso-bt,314,1000,BT,0.3239
mejor-caso-bt,315,1000,BT,0.3127
mejor-caso-bt,316,1000,BT,0.2906
mejor-caso-bt,317,1000,BT,0.2912
mejor-caso-bt,318,1000,BT,0.3286
mejor-caso-bt,319,1000,BT,0.2932
mejor-caso-bt,320,1000,BT,0.3445
mejor-caso-bt,321,1000,BT,0.3679
mejor-caso-bt,322,1000,BT,0.3434
mejor-caso-bt,323,1000,BT,0.2962
mejor-caso-bt,324,1000,BT,0.2966
mejor-caso-bt,325,1000,BT,0.3114
mejor-caso-bt,326,1000,BT,0.3011
mejor-caso-bt,327,1000,BT,0.3029
mejor-caso-bt,328,1000,BT,0.3055
mejor-caso-bt,329,1000,BT,0.3111
mejor-caso-bt,330,1000,BT,0.3053
mejor-caso-bt,331,1000,BT,0.306
mejor-caso-bt,332,1000,BT,0.3058
mejor-caso-bt,333,1000,BT,0.322
mejor-caso-bt,334,1000,BT,0.336
mejor-caso-bt,335,1000,BT,0.3113
mejor-caso-bt,336,1000,BT,0.3117
mejor-caso-bt,337,1000,BT,0.3104
mejor-caso-bt,338,1000,BT,0.3158
mejor-caso-bt,339,1000,BT,0.3076
mejor-caso-bt,340,1000,BT,0.3156
mejor-caso-bt,341,1000,BT,0.3129
mejor-caso-bt,342,1000,BT,0.3181
mejor-caso-bt,343,1000,BT,0.3194
mejor-caso-bt,344,1000,BT,0.3121
mejor-caso-bt,345,1000,BT,0.3152
mejor-caso-bt,346,1000,BT,0.3195
mejor-caso-bt,347,1000,BT,0.3473
mejor-caso-bt,348,1000,BT,0.3225
mejor-caso-bt,349,1000,BT,0.3225
mejor-caso-bt,350,1000,BT,0.3223
mejor-caso-bt,351,1000,BT,0.3272
mejor-caso-bt,352,1000,BT,0.3241
mejor-caso-bt,353,1000,BT,0.3295
mejor-caso-bt,354,1000,BT,0.3231
mejor-caso-bt,355,1000,BT,0.3533
mejor-caso-bt,356,1000,BT,0.3337
mejor-caso-bt,357,1000,BT,0.3657
mejor-caso-bt,358,1000,BT,0.3411
mejor-caso-bt,359,1000,BT,0.3351
mejor-caso-bt,360,1000,BT,0.3441
mejor-caso-bt,361,1000,BT,0.3684
mejor-caso-bt,362,1000,BT,0.3903
mejor-caso-bt,363,1000,BT,0.3348
mejor-caso-bt,364,1000,BT,0.3335
mejor-caso-bt,365,1000,BT,0.3387
mejor-caso-bt,366,1000,BT,0.3394
mejor-caso-bt,367,1000,BT,0.3453
mejor-caso-bt,368,1000,BT,0.3467
mejor-caso-bt,369,1000,BT,0.3444
mejor-caso-bt,370,1000,BT,0.3468
mejor-caso-bt,371,1000,BT,0.3442
mejor-caso-bt,372,1000,BT,0.3715
mejor-caso-bt,373,1000,BT,0.3796
mejor-caso-bt,374,1000,BT,0.3577
mejor-caso-bt,375,1000,BT,0.3489
mejor-caso-bt,376,1000,BT,0.5031
mejor-caso-bt,377,1000,BT,0.3617
mejor-caso-bt,378,1000,BT,0.3636
mejor-caso-bt,379,1000,BT,0.3467
mejor-caso-bt,380,1000,BT,0.3469
mejor-caso-bt,381,1000,BT,0.3537
mejor-caso-bt,382,1000,BT,0.3516
mejor-caso-bt,383,1000,BT,0.3519
mejor-caso-bt,384,1000,BT,0.3612
mejor-caso-bt,385,1000,BT,0.4135
mejor-caso-bt,386,1000,BT,0.3526
mejor-caso-bt,387,1000,BT,0.4243
mejor-caso-bt,388,1000,BT,0.3536
mejor-caso-bt,389,1000,BT,0.354
mejor-caso-bt,390,1000,BT,0.3564
mejor-caso-bt,391,1000,BT,0.3569
mejor-caso-bt,392,1000,BT,0.3713
mejor-caso-bt,393,1000,BT,0.429
mejor-caso-bt,394,1000,BT,0.366
mejor-caso-bt,395,1000,BT,0.383
mejor-caso-bt,396,1000,BT,0.362
mejor-caso-bt,397,1000,BT,0.3651
mejor-caso-bt,398,1000,BT,0.4229
mejor-caso-bt,399,1000,BT,0.377
mejor-caso-bt,400,1000,BT,0.3665
mejor-caso-bt,401,1000,BT,0.4083
mejor-caso-bt,402,1000,BT,0.3748
mejor-caso-bt,403,1000,BT,0.4063
mejor-caso-bt,404,1000,BT,0.3793
mejor-caso-bt,405,1000,BT,0.3723
mejor-caso-bt,406,1000,BT,0.3731
mejor-caso-bt,407,1000,BT,0.3701
mejor-caso-bt,408,1000,BT,0.3788
mejor-caso-bt,409,1000,BT,0.3853
mejor-caso-bt,410,1000,BT,0.3757
mejor-caso-bt,411,1000,BT,0.3838
mejor-caso-bt,412,1000,BT,0.3987
mejor-caso-bt,413,1000,BT,0.3798
mejor-caso-bt,414,1000,BT,0.3819
mejor-caso-bt,415,1000,BT,0.3945
mejor-caso-bt,416,1000,BT,0.3818
mejor-caso-bt,417,1000,BT,0.3812
mejor-caso-bt,418,1000,BT,0.3863
mejor-caso-bt,419,1000,BT,0.3879
mejor-caso-bt,420,1000,BT,0.3917
mejor-caso-bt,421,1000,BT,0.3897
mejor-caso-bt,422,1000,BT,0.4696
mejor-caso-bt,423,1000,BT,0.3944
mejor-caso-bt,424,1000,BT,0.3894
mejor-caso-bt,425,1000,BT,0.3951
mejor-caso-bt,426,1000,BT,0.3909
mejor-caso-bt,427,1000,BT,0.3906
mejor-caso-bt,428,1000,BT,0.3971
mejor-caso-bt,429,1000,BT,0.3928
mejor-caso-bt,430,1000,BT,0.3971
mejor-caso-bt,431,1000,BT,0.3944
mejor-caso-bt,432,1000,BT,0.4133
mejor-caso-bt,433,1000,BT,0.403
mejor-caso-bt,434,1000,BT,0.4222
mejor-caso-bt,435,1000,BT,0.3974
mejor-caso-bt,436,1000,BT,0.4142
mejor-caso-bt,437,1000,BT,0.4128
mejor-caso-bt,438,1000,BT,0.4032
mejor-caso-bt,439,1000,BT,0.4074
mejor-caso-bt,440,1000,BT,0.4018
mejor-caso-bt,441,1000,BT,0.4074
mejor-caso-bt,442,1000,BT,0.4077
mejor-caso-bt,443,1000,BT,0.4143
mejor-caso-bt,444,1000,BT,0.4925
mejor-caso-bt,445,1000,BT,0.4184
mejor-caso-bt,446,1000,BT,0.468
mejor-caso-bt,447,1000,BT,0.4132
mejor-caso-bt,448,1000,BT,0.4533
mejor-caso-bt,449,1000,BT,0.4731
mejor-caso-bt,450,1000,BT,0.4775
mejor-caso-bt,451,1000,BT,0.4235
mejor-caso-bt,452,1000,BT,0.42
mejor-caso-bt,453,1000,BT,0.4736
mejor-caso-bt,454,1000,BT,0.4925
mejor-caso-bt,455,1000,BT,0.4206
mejor-caso-bt,456,1000,BT,0.4414
mejor-caso-bt,457,1000,BT,0.423
mejor-caso-bt,458,1000,BT,0.452
mejor-caso-bt,459,1000,BT,0.4375
mejor-caso-bt,460,1000,BT,0.4259
mejor-caso-bt,461,1000,BT,0.4268
mejor-caso-bt,462,1000,BT,0.5116
mejor-caso-bt,463,1000,BT,0.4328
mejor-caso-bt,464,1000,BT,0.432
mejor-caso-bt,465,1000,BT,0.4401
mejor-caso-bt,466,1000,BT,0.4361
mejor-caso-bt,467,1000,BT,0.4283
mejor-caso-bt,468,1000,BT,0.4312
mejor-caso-bt,469,1000,BT,0.4335
mejor-caso-bt,470,1000,BT,0.4396
mejor-caso-bt,471,1000,BT,0.4945
mejor-caso-bt,472,1000,BT,0.434
mejor-caso-bt,473,1000,BT,0.4387
mejor-caso-bt,474,1000,BT,0.4374
mejor-caso-bt,475,1000,BT,0.4507
mejor-caso-bt,476,1000,BT,0.5153
mejor-caso-bt,477,1000,BT,0.4792
mejor-caso-bt,478,1000,BT,0.4589
mejor-caso-bt,479,1000,BT,0.4714
mejor-caso-bt,480,1000,BT,0.5014
mejor-caso-bt,481,1000,BT,0.4527
mejor-caso-bt,482,1000,BT,0.4482
mejor-caso-bt,483,1000,BT,0.4461
mejor-caso-bt,484,1000,BT,0.4446
mejor-caso-bt,485,1000,BT,0.4547
mejor-caso-bt,486,1000,BT,0.4475
mejor-caso-bt,487,1000,BT,0.4529
mejor-caso-bt,488,1000,BT,0.4504
mejor-caso-bt,489,1000,BT,0.4619
mejor-caso-bt,490,1000,BT,0.4533
mejor-caso-bt,491,1000,BT,0.4505
mejor-caso-bt,492,1000,BT,0.4533
mejor-caso-bt,493,1000,BT,0.4537
mejor-caso-bt,494,1000,BT,0.4614
mejor-caso-bt,495,1000,BT,0.4582
mejor-caso-bt,496,1000,BT,0.4641
mejor-caso-bt,497,1000,BT,0.4628
mejor-caso-bt,498,1000,BT,0.4574
peor-caso-bt,0,1,BT,0.0011
peor-caso-bt,1,2,BT,0.0012
peor-caso-bt,2,3,BT,0.0012
peor-caso-bt,3,4,BT,0.0012
peor-caso-bt,4,5,BT,0.0015
peor-caso-bt,5,6,BT,0.0016
peor-caso-bt,6,7,BT,0.002
peor-caso-bt,7,8,BT,0.0024
peor-caso-bt,8,9,BT,0.003
peor-caso-bt,9,10,BT,0.004
